kind,make_slug,make_name,model_slug,model_name,body_types,countries,regions,global_popularity_decile,aliases,former_ids
car,jetour,Jetour,t1,T1,hatchback,ar|my|ua,as|eu|sa,5.0,,
car,jetour,Jetour,t1-i-dm,T1 I-Dm,hatchback,ar|ua,eu|sa,7.0,,
car,jetour,Jetour,t2,T2,hatchback,my|ua,as|eu,4.0,,
car,jetour,Jetour,x50,X50,hatchback,ar|ua,eu|sa,4.0,,
car,jetour,Jetour,x70-plus,X70 Plus,hatchback,ar|my,as|sa,7.0,,
car,julia-camper,Julia Camper,yosemite,Yosemite,hatchback,es|nl,eu,8.0,,
car,kaiser,Kaiser,de-luxe,De Luxe,hatchback,fi|nl,eu,10.0,,
car,kaiser,Kaiser,jeep,Jeep,convertible,nl|nz,eu|oc,8.0,,
car,kaiser,Kaiser,k545,K545,sedan,nl|nz,eu|oc,10.0,,
car,kaiser,Kaiser,manhattan,Manhattan,sedan,fi|nl|nz,eu|oc,8.0,,
car,kaiser,Kaiser,special,Special,hatchback,fi|nl,eu,10.0,,
car,karma,Karma,revero,Revero,sedan,ca|nl|us,eu|na,6.0,,
car,karma,Karma,revero-gt,Revero GT,coupe,nl|us,eu|na,10.0,,
car,kgm,KGM,actyon,Actyon,hatchback|wagon,de|lu|nl,eu,6.0,,
car,kgm,KGM,korando,Korando,hatchback,de|es|gb|lu|ua,eu,6.0,,
car,kgm,KGM,rexton,Rexton,hatchback,de|es|gb|lu|nz|ua,eu|oc,6.0,,
car,kgm,KGM,tivoli,Tivoli,hatchback,de|es|gb|lu,eu,5.0,,
car,kgm,KGM,torres,Torres,hatchback|wagon,de|es|fi|gb|lu|nl|nz|ua,eu|oc,6.0,,
car,kgm,KGM,torres-evx,Torres Evx,hatchback|wagon,es|fi|lu|nl,eu,5.0,,
car,kia-motors,Kia Motors,sorento,Sorento,hatchback,es|nl,eu,10.0,,
car,kia,Kia,amanti,Amanti,hatchback,ca|ua|us,eu|na,10.0,,
car,kia,Kia,avella,Avella,hatchback,nl|nz|ua,eu|oc,9.0,,
car,kia,Kia,borrego,Borrego,hatchback|wagon,ca|nl|us,eu|na,10.0,,
car,kia,Kia,cadenza,Cadenza,hatchback,ca|fi|ua|us,eu|na,8.0,,
car,kia,Kia,carens,Carens,mpv,es|fi|gb|lu|nl|nz|ua,eu|oc,3.0,,car/kia/carens-or-rondo
car,kia,Kia,carnival,Carnival,hatchback|wagon,ca|es|fi|lu|my|nl|nz|th|ua|us,as|eu|na|oc,4.0,,car/kia/carnival-2|car/kia/grand-carnival
car,kia,Kia,ceed,Ceed,hatchback|wagon,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,2.0,,car/kia/cee-d|car/kia/ceed-1|car/kia/ed|car/kia/ed-ceed
car,kia,Kia,cerato,Cerato,sedan,es|fi|gb|lu|my|nl|nz|ua,as|eu|oc,5.0,,
car,kia,Kia,clarus,Clarus,sedan,fi|gb|nl|ua,eu,7.0,,
car,kia,Kia,credos,Credos,hatchback,nz|ua,eu|oc,9.0,,
car,kia,Kia,e-niro,E-Niro,hatchback|wagon,nl|ua,eu,5.0,,
car,kia,Kia,ev2,EV2,hatchback,de|es|lu|nl,eu,3.0,,
car,kia,Kia,ev3,EV3,suv,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,3.0,,car/kia/ev-3|car/kia/ev3-air
car,kia,Kia,ev4,EV4,hatchback,ca|de|es|fi|gb|ie|lu|nl|nz,eu|na|oc,3.0,,car/kia/ev-4
car,kia,Kia,ev5,EV5,suv,de|es|fi|gb|ie|lu|nl|nz|th|ua,as|eu|oc,3.0,,
car,kia,Kia,ev6,EV6,suv,ca|de|es|fi|gb|ie|lu|my|nl|nz|ua|us,as|eu|na|oc,3.0,,car/kia/ev-6|car/kia/ev6-gt|car/kia/ev6-light|car/kia/ev6-long-range|car/kia/ev6-wind
car,kia,Kia,ev9,EV9,suv,ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc,4.0,,car/kia/ev-9|car/kia/ev9-gt
car,kia,Kia,forte,Forte,sedan,ca|es|nl|nz|ua|us,eu|na|oc,5.0,,car/kia/forte-5|car/kia/forte-koup
car,kia,Kia,joice,Joice,hatchback|wagon,nl|ua,eu,6.0,,
car,kia,Kia,k2500,K2500,hatchback,ar|ua,eu|sa,6.0,,
car,kia,Kia,k3,K3,hatchback,ar|ua,eu|sa,6.0,,
car,kia,Kia,k4,K4,hatchback|wagon,ar|ca|de|es|fi|gb|ie|lu|nl|ua|us,eu|na|sa,5.0,,
car,kia,Kia,k5,K5,sedan,ca|es|fi|nl|ua|us,eu|na,6.0,,
car,kia,Kia,k7,K7,hatchback,fi|ua,eu,5.0,,
car,kia,Kia,k900,K900,hatchback,ca|us,na,,,
car,kia,Kia,magentis,Magentis,sedan,ca|fi|gb|nl|nz|ua,eu|na|oc,3.0,,
car,kia,Kia,mentor,Mentor,sedan,gb|nl|nz,eu|oc,6.0,,
car,kia,Kia,mohave,Mohave,hatchback|wagon,fi|nl|ua,eu,7.0,,
car,kia,Kia,morning,Morning,hatchback,nl|ua,eu,5.0,,
car,kia,Kia,niro,Niro,suv,ca|de|es|fi|gb|ie|lu|my|nl|nz|ua|us,as|eu|na|oc,3.0,,car/kia/niro-ex|car/kia/niro-fe|car/kia/niro-touring
car,kia,Kia,niro-ev,Niro EV,hatchback|wagon,ca|nl|ua,eu|na,7.0,,
car,kia,Kia,opirus,Opirus,sedan,fi|nl|ua,eu,5.0,,
car,kia,Kia,optima,Optima,sedan|wagon,ca|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,3.0,,car/kia/optima-fe|car/kia/optima-sx
car,kia,Kia,picanto,Picanto,hatchback,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,2.0,,car/kia/picanto-gpl|car/kia/picanto-morning|car/kia/picanto-sa
car,kia,Kia,pregio,Pregio,hatchback,nl|nz|ua,eu|oc,7.0,,
car,kia,Kia,pride,Pride,hatchback,gb|nl|ua,eu,6.0,,
car,kia,Kia,pro-ceed,Pro Ceed,hatchback,es|fi|gb|lu|nl|ua,eu,4.0,,car/kia/proceed
car,kia,Kia,pv5,PV5,hatchback,de|es|fi|gb|lu|nl,eu,4.0,,
car,kia,Kia,retona,Retona,hatchback,nl|ua,eu,10.0,,
car,kia,Kia,rio,Rio,hatchback,ca|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,2.0,,car/kia/jb|car/kia/rio-eco
car,kia,Kia,rondo,Rondo,hatchback|wagon,ca|fi|nl|nz|ua|us,eu|na|oc,8.0,,
car,kia,Kia,sedona,Sedona,hatchback,ca|fi|gb|nl|nz|ua|us,eu|na|oc,7.0,,car/kia/sedona-sx|car/kia/sedona-sxl
car,kia,Kia,seltos,Seltos,hatchback|wagon,ca|de|es|fi|nl|nz|ua|us,eu|na|oc,5.0,,
car,kia,Kia,sephia,Sephia,sedan,ca|nl|ua|us,eu|na,4.0,,
car,kia,Kia,shuma,Shuma,hatchback,gb|nl|ua,eu,5.0,,
car,kia,Kia,sorento,Sorento,suv,ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc,3.0,,car/kia/sorento-ex|car/kia/sorento-lx
car,kia,Kia,soul,Soul,suv,ca|de|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,3.0,,car/kia/soul-eco|car/kia/soul-eco-dynamics
car,kia,Kia,soul-ev,Soul EV,hatchback,ca|fi|ua,eu|na,7.0,,
car,kia,Kia,spectra,Spectra,hatchback,ca|fi|nl|nz|us,eu|na|oc,8.0,,
car,kia,Kia,sportage,Sportage,suv,ca|de|es|fi|gb|ie|lu|my|nl|nz|ua|us,as|eu|na|oc,1.0,,car/kia/km|car/kia/km-sportage|car/kia/sl|car/kia/sportage-bifuel|car/kia/sportage-ex|car/kia/sportage-sl|car/kia/sportage-sls|car/kia/sportage-x-pro
car,kia,Kia,stinger,Stinger,hatchback,ca|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,4.0,,car/kia/stringer
car,kia,Kia,stonic,Stonic,suv,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,2.0,,
car,kia,Kia,telluride,Telluride,hatchback|wagon,ca|es|fi|nl|ua|us,eu|na,8.0,,
car,kia,Kia,venga,Venga,mpv,es|fi|gb|lu|nl|ua,eu,3.0,,
car,kia,Kia,x-ceed,X Ceed,hatchback,es|fi|gb|ie|lu|nl|ua,eu,3.0,,car/kia/xceed
car,krismar,Krismar,elite,Elite,hatchback,fi|lu|nl,eu,9.0,,
car,ktm,KTM,x-bow,X-Bow,convertible,fi|my|nl|nz,as|eu|oc,8.0,,
car,lada,Lada,110,110,sedan,fi|nl,eu,6.0,,
car,lada,Lada,111,111,hatchback|wagon,fi|nl,eu,5.0,,
car,lada,Lada,1117,1117,hatchback|wagon,fi|nl,eu,6.0,,
car,lada,Lada,1119,1119,hatchback,fi|nl,eu,5.0,,
car,lada,Lada,112,112,hatchback,fi|nl,eu,5.0,,
car,lada,Lada,1200,1200,sedan,fi|gb|nl|nz,eu|oc,6.0,,
car,lada,Lada,1200-s,1200 S,sedan,fi|nl,eu,6.0,,car/lada/1200s
car,lada,Lada,1300,1300,sedan,fi|gb|nl|nz,eu|oc,8.0,,
car,lada,Lada,1300-sl,1300 SL,sedan,fi|nl,eu,8.0,,
car,lada,Lada,1500,1500,sedan,fi|gb|nl|nz,eu|oc,6.0,,
car,lada,Lada,1500-s,1500 S,sedan,fi|nl,eu,6.0,,
car,lada,Lada,1600,1600,hatchback,gb|nz,eu|oc,9.0,,
car,lada,Lada,2101,2101,sedan,fi|nl|ua,eu,4.0,,
car,lada,Lada,2102,2102,hatchback|wagon,nl|ua,eu,5.0,,
car,lada,Lada,2103,2103,sedan,fi|nl|ua,eu,4.0,,
car,lada,Lada,2104,2104,hatchback|wagon,fi|nl|nz|ua,eu|oc,5.0,,
car,lada,Lada,2105,2105,sedan,fi|nl|nz|ua,eu|oc,5.0,,
car,lada,Lada,2106,2106,sedan,fi|nl|ua,eu,5.0,,
car,lada,Lada,2107,2107,sedan,fi|nl|nz|ua,eu|oc,4.0,,
car,lada,Lada,2109,2109,hatchback,nz|ua,eu|oc,5.0,,
car,lada,Lada,2121,2121,hatchback|wagon,fi|nl|nz|ua,eu|oc,7.0,,
car,lada,Lada,2172,2172,hatchback,fi|nl,eu,9.0,,
car,lada,Lada,2192,2192,hatchback|wagon,fi|nl,eu,7.0,,
car,lada,Lada,2194,2194,hatchback|wagon,fi|nl,eu,5.0,,
car,lada,Lada,4x4,4X4,hatchback|wagon,es|fi|lu|nl,eu,4.0,,
car,lada,Lada,4x4-urban,4X4 Urban,hatchback|wagon,fi|nl,eu,8.0,,
car,lada,Lada,cossack,Cossack,hatchback,gb|nz,eu|oc,7.0,,
car,lada,Lada,granta,Granta,sedan,fi|nl|ua,eu,6.0,,
car,lada,Lada,largus,Largus,hatchback|wagon,fi|nl|ua,eu,7.0,,
car,lada,Lada,niva,Niva,hatchback|wagon,de|fi|gb|nl|nz|ua,eu|oc,5.0,Нива|4x4,
car,lada,Lada,niva-1600,Niva 1600,hatchback|wagon,fi|nl|nz,eu|oc,6.0,,
car,lada,Lada,niva-2121,Niva 2121,hatchback,nl|nz,eu|oc,6.0,,
car,lada,Lada,samara,Samara,hatchback,fi|gb|nl|nz,eu|oc,6.0,,
car,lada,Lada,vaz-2101,Vaz 2101,sedan,fi|nl,eu,10.0,,
car,lada,Lada,vesta,Vesta,sedan|wagon,fi|nl|ua,eu,6.0,,
car,lada,Lada,xray,Xray,hatchback,fi|ua,eu,8.0,,
car,lagonda,Lagonda,lg45,LG45,convertible,nl|nz,eu|oc,7.0,,
car,lagonda,Lagonda,lg45-rapide,LG45 Rapide,convertible,fi|nl,eu,10.0,,
car,lagonda,Lagonda,lg6,LG6,hatchback,nl|nz,eu|oc,9.0,,
car,lagonda,Lagonda,m45,M45,convertible,nl|nz,eu|oc,9.0,,
car,lagonda,Lagonda,rapier,Rapier,convertible,nl|nz,eu|oc,8.0,,
car,lagonda,Lagonda,v12,V12,sedan,nl|nz,eu|oc,10.0,,
car,lamborghini,Lamborghini,140-gallardo,140 Gallardo,coupe,fi|nl,eu,8.0,,
car,lamborghini,Lamborghini,147-murcielago,147 Murcielago,coupe,fi|nl,eu,6.0,,
car,lamborghini,Lamborghini,aventador,Aventador,coupe,ca|es|gb|lu|my|nl|nz|ua|us,as|eu|na|oc,7.0,,
car,lamborghini,Lamborghini,aventador-countach,Aventador Countach,hatchback,ca|us,na,,,
car,lamborghini,Lamborghini,aventador-roadster,Aventador Roadster,hatchback,ca|us,na,,,
car,lamborghini,Lamborghini,aventador-s,Aventador S,hatchback,ca|us,na,,,
car,lamborghini,Lamborghini,aventador-s-roadster,Aventador S Roadster,hatchback,ca|us,na,,,
car,lamborghini,Lamborghini,aventador-sian,Aventador Sian,hatchback,ca|us,na,,,
car,lamborghini,Lamborghini,aventador-sian-roadster,Aventador Sian Roadster,hatchback,ca|us,na,,,
car,lamborghini,Lamborghini,aventador-svj,Aventador Svj,coupe,nl|nz,eu|oc,10.0,,
car,lamborghini,Lamborghini,aventador-ultimae,Aventador Ultimae,hatchback,ca|th,as|na,9.0,,
car,lamborghini,Lamborghini,countach,Countach,coupe,gb|nl|nz|us,eu|na|oc,8.0,,
car,lamborghini,Lamborghini,countach-lp500s,Countach LP500S,hatchback,nz|us,na|oc,10.0,,
car,lamborghini,Lamborghini,diablo,Diablo,coupe,fi|gb|nl|nz|ua,eu|oc,7.0,,
car,lamborghini,Lamborghini,gallardo,Gallardo,coupe,ca|es|fi|gb|lu|my|nl|nz|ua|us,as|eu|na|oc,6.0,,
car,lamborghini,Lamborghini,gallardo-spyder,Gallardo Spyder,hatchback,ca|us,na,,,
car,lamborghini,Lamborghini,huracan,Huracan,coupe,ca|es|fi|gb|lu|my|nl|nz|us,as|eu|na|oc,5.0,,
car,lamborghini,Lamborghini,huracan-evo,Huracan Evo,hatchback,ca|th|ua,as|eu|na,9.0,,
car,lamborghini,Lamborghini,huracan-evo-spyder,Huracan Evo Spyder,hatchback,ca|th,as|na,10.0,,
car,lamborghini,Lamborghini,huracan-spyder,Huracan Spyder,hatchback,ca|us,na,,,
car,lamborghini,Lamborghini,huracan-sterrato,Huracan Sterrato,hatchback,th|us,as|na,10.0,,
car,lamborghini,Lamborghini,huracan-sto,Huracan Sto,hatchback,ca|th,as|na,7.0,,
car,lamborghini,Lamborghini,islero,Islero,coupe,nl|nz,eu|oc,9.0,,
car,lamborghini,Lamborghini,jalpa,Jalpa,coupe,nl|nz,eu|oc,9.0,,
car,lamborghini,Lamborghini,lm-002,Lm 002,hatchback,nl|ua,eu,9.0,,
car,lamborghini,Lamborghini,murcielago,Murcielago,coupe,ca|es|gb|nl|nz|ua|us,eu|na|oc,8.0,,
car,lamborghini,Lamborghini,murcielago-roadster,Murcielago Roadster,hatchback,ca|us,na,,,
car,lamborghini,Lamborghini,revuelto,Revuelto,coupe,ca|lu|my|nl|nz|th|us,as|eu|na|oc,6.0,,
car,lamborghini,Lamborghini,temerario,Temerario,coupe,ca|gb|lu|nl|nz,eu|na|oc,7.0,,
car,lamborghini,Lamborghini,urraco,Urraco,coupe,nl|nz,eu|oc,8.0,,
car,lamborghini,Lamborghini,urus,Urus,hatchback,ca|de|es|fi|gb|lu|my|nl|nz|th|ua|us,as|eu|na|oc,5.0,,
car,lamborghini,Lamborghini,urus-performante,Urus Performante,hatchback,ca|th|us,as|na,7.0,,
car,lamborghini,Lamborghini,urus-s,Urus S,hatchback,ca|th|us,as|na,7.0,,
car,lamborghini,Lamborghini,urus-se,Urus Se,hatchback,ca|ua|us,eu|na,10.0,,
car,lamborghini,Lamborghini,veneno-roadster,Veneno Roadster,hatchback,ca|us,na,,,
car,lanchester,Lanchester,10hp,10HP,hatchback,nl|nz,eu|oc,10.0,,
car,lancia,Lancia,2000,2000,coupe,gb|nl|nz,eu|oc,7.0,,
car,lancia,Lancia,appia,Appia,sedan,nl|nz,eu|oc,7.0,,
car,lancia,Lancia,aprilia,Aprilia,sedan,nl|nz,eu|oc,8.0,,
car,lancia,Lancia,aurelia,Aurelia,coupe,nl|nz,eu|oc,7.0,,
car,lancia,Lancia,beta,Beta,coupe,fi|gb|nl|nz|ua,eu|oc,6.0,,
car,lancia,Lancia,beta-2000,Beta 2000,coupe,nl|nz,eu|oc,6.0,,
car,lancia,Lancia,beta-2000-spider,Beta 2000 Spider,convertible,fi|nl,eu,6.0,,
car,lancia,Lancia,beta-monte-carlo,Beta Monte Carlo,coupe,nl|nz,eu|oc,7.0,,
car,lancia,Lancia,coupe,Coupe,hatchback,gb|nz,eu|oc,7.0,,
car,lancia,Lancia,dedra,Dedra,sedan|wagon,fi|gb|nl|nz|ua,eu|oc,8.0,,
car,lancia,Lancia,delta,Delta,hatchback,es|fi|gb|lu|my|nl|nz|ua,as|eu|oc,5.0,,
car,lancia,Lancia,delta-hf,Delta Hf,hatchback,fi|nl|nz,eu|oc,7.0,,
car,lancia,Lancia,delta-hf-integrale,Delta Hf Integrale,hatchback,fi|nl,eu,5.0,,
car,lancia,Lancia,delta-hf-integrale-16v,Delta Hf Integrale 16V,hatchback,fi|nl,eu,6.0,,
car,lancia,Lancia,delta-hf-intergrale,Delta Hf Intergrale,hatchback,fi|nl,eu,10.0,,
car,lancia,Lancia,delta-hf-turbo,Delta Hf Turbo,hatchback,nl|nz,eu|oc,6.0,,
car,lancia,Lancia,delta-integrale,Delta Integrale,hatchback,nl|nz,eu|oc,8.0,,
car,lancia,Lancia,flaminia,Flaminia,coupe,es|fi|gb|nl|nz,eu|oc,8.0,,
car,lancia,Lancia,flaminia-sport,Flaminia Sport,coupe,lu|nl,eu,8.0,,
car,lancia,Lancia,flavia,Flavia,convertible,es|fi|gb|lu|nl|nz,eu|oc,7.0,,
car,lancia,Lancia,fulvia,Fulvia,coupe,fi|gb|nl|nz,eu|oc,5.0,,
car,lancia,Lancia,fulvia-1-3s,Fulvia 1.3S,sedan,nl|nz,eu|oc,8.0,,
car,lancia,Lancia,fulvia-sport-1,Fulvia Sport 1,coupe,fi|nl,eu,8.0,,
car,lancia,Lancia,gamma,Gamma,coupe,fi|gb|nl|nz,eu|oc,7.0,,
car,lancia,Lancia,gamma-2500,Gamma 2500,coupe,fi|nl,eu,7.0,,
car,lancia,Lancia,grand-voyager,Grand Voyager,mpv,fi|nl,eu,6.0,,
car,lancia,Lancia,hpe,Hpe,hatchback,gb|nz,eu|oc,7.0,,
car,lancia,Lancia,kappa,Kappa,hatchback|wagon,fi|nl,eu,6.0,,
car,lancia,Lancia,lybra,Lybra,sedan,fi|nl|ua,eu,8.0,,
car,lancia,Lancia,monte-carlo,Monte Carlo,coupe,gb|nl|nz,eu|oc,7.0,,car/lancia/montecarlo
car,lancia,Lancia,musa,Musa,hatchback,es|fi|lu|nl|ua,eu,6.0,,
car,lancia,Lancia,phedra,Phedra,hatchback,fi|lu|nl|ua,eu,6.0,,
car,lancia,Lancia,prisma,Prisma,sedan,gb|nl|nz|ua,eu|oc,8.0,,
car,lancia,Lancia,stratos,Stratos,coupe,nl|nz,eu|oc,8.0,,
car,lancia,Lancia,thema,Thema,sedan,fi|gb|lu|nl|nz|ua,eu|oc,6.0,,
car,lancia,Lancia,thema-6v,Thema 6V,sedan,nl|nz,eu|oc,8.0,,
car,lancia,Lancia,thesis,Thesis,sedan,fi|lu|nl|nz|ua,eu|oc,7.0,,
car,lancia,Lancia,trevi,Trevi,sedan,gb|nl,eu,10.0,,
car,lancia,Lancia,volumex,Volumex,coupe,nl|nz,eu|oc,9.0,,
car,lancia,Lancia,voyager,Voyager,hatchback,es|fi|lu|nl|ua,eu,5.0,,
car,lancia,Lancia,y,Y,hatchback,lu|nl,eu,5.0,,
car,lancia,Lancia,y10,Y10,hatchback|wagon,fi|gb|nl,eu,7.0,,
car,lancia,Lancia,ypsilon,Ypsilon,hatchback,es|fi|lu|nl|ua,eu,3.0,,
car,land-rover,Land Rover,101,101,suv,nl|nz,eu|oc,8.0,,
car,land-rover,Land Rover,109,109,suv,fi|gb|nl|nz,eu|oc,5.0,,car/land-rover/109-hard-top|car/land-rover/109-hardtop|car/land-rover/109-lwb|car/land-rover/109-pick-up|car/land-rover/109-v8|car/land-rover/lr-109|car/land-rover/series-3-109
car,land-rover,Land Rover,110,110,suv,fi|gb|nl|nz,eu|oc,4.0,,car/land-rover/110-4c|car/land-rover/110-defender|car/land-rover/110-hardtop|car/land-rover/110-v8|car/land-rover/one-ten
car,land-rover,Land Rover,86,86,suv,nl|nz,eu|oc,7.0,,car/land-rover/86-wb
car,land-rover,Land Rover,88,88,suv,gb|lu|nl|nz,eu|oc,5.0,,car/land-rover/88-hard-top|car/land-rover/88-hardtop|car/land-rover/88-ht|car/land-rover/88-pick-up|car/land-rover/88-series|car/land-rover/88-series-2a|car/land-rover/88-series-3|car/land-rover/88-series-iia|car/land-rover/88-station|car/land-rover/88-sw|car/land-rover/88-truck|car/land-rover/88-truck-cab|car/land-rover/88-w-b|car/land-rover/88-wb|car/land-rover/lr88|car/land-rover/series-i-88
car,land-rover,Land Rover,90,90,suv,fi|gb|nl|nz,eu|oc,5.0,,car/land-rover/90-county|car/land-rover/90-defender|car/land-rover/lr90|car/land-rover/ninety|van/land-rover/90-defender
car,land-rover,Land Rover,defender,Defender,suv,ar|ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc|sa,3.0,,
car,land-rover,Land Rover,discovery,Discovery,suv,ca|de|es|fi|gb|ie|lu|my|nl|nz|ua|us,as|eu|na|oc,4.0,,
car,land-rover,Land Rover,discovery-sport,Discovery Sport,suv,ca|de|es|fi|ie|lu|nl|nz|ua|us,eu|na|oc,3.0,,
car,land-rover,Land Rover,freelander,Freelander,suv,ca|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,2.0,,
car,land-rover,Land Rover,lr2,LR2,suv,ca|fi|nl|ua|us,eu|na,6.0,,
car,land-rover,Land Rover,lr3,LR3,suv,ca|nl|us,eu|na,5.0,,
car,land-rover,Land Rover,lr4,LR4,suv,ca|nl|ua|us,eu|na,6.0,,
car,land-rover,Land Rover,range-rover,Range Rover,suv,ar|ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc|sa,4.0,,car/land-rover/ranger-rover|car/land-rover/rangerover|car/land-rover/rangerover-vogue|car/land-rover/vogue|car/rover/range|car/rover/range-rover|car/rover/ranger-rover|car/rover/rangerover|van/rover/range-rover
car,land-rover,Land Rover,range-rover-evoque,Range Rover Evoque,suv,ar|ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc|sa,3.0,,car/jaguar/range-rover-evoque|car/land-rover/evoque
car,land-rover,Land Rover,range-rover-sport,Range Rover Sport,suv,ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc,3.0,,car/land-rover/ranger-rover-sport|car/land-rover/sport
car,land-rover,Land Rover,range-rover-velar,Range Rover Velar,suv,ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc,4.0,,car/land-rover/velar
car,land-rover,Land Rover,santana-88,Santana 88,suv,lu|nl,eu,7.0,,
car,land-rover,Land Rover,series,Series,suv,fi|nl|nz,eu|oc,6.0,,
car,land-rover,Land Rover,series-1,Series 1,suv,nl|nz,eu|oc,5.0,,
car,land-rover,Land Rover,series-2,Series 2,suv,nl|nz,eu|oc,6.0,,
car,land-rover,Land Rover,series-3,Series 3,suv,nl|nz,eu|oc,6.0,,
car,land-rover,Land Rover,series-i,Series I,suv,nl|nz,eu|oc,7.0,,
car,land-rover,Land Rover,series-i-80,Series I 80,suv,fi|nl,eu,10.0,,car/land-rover/serie-i-80
car,land-rover,Land Rover,series-iia,Series Iia,suv,nl|nz,eu|oc,8.0,,
car,ldv,LDV,convoy,Convoy,hatchback,nl|nz,eu|oc,9.0,,
car,ldv,LDV,maxus,Maxus,hatchback,gb|nl,eu,10.0,,
car,ldv,LDV,v80,V80,hatchback,gb|nz,eu|oc,8.0,,
car,leapmotor,Leapmotor,b05,B05,hatchback,de|es|lu|nl|nz,eu|oc,8.0,,
car,leapmotor,Leapmotor,b10,B10,hatchback,de|es|gb|lu|my|nl|nz|ua,as|eu|oc,4.0,,
car,leapmotor,Leapmotor,c10,C10,hatchback,de|es|gb|ie|lu|my|nl|nz|ua,as|eu|oc,4.0,,
car,leapmotor,Leapmotor,t03,T03,hatchback,de|es|gb|lu|nl,eu,3.0,,
car,levc,LEVC,tx,TX,sedan,gb|my|nl|ua,as|eu,8.0,,
car,lexus,Lexus,ct,CT,hatchback,ca|es|fi|gb|lu|my|nl|nz|ua|us,as|eu|na|oc,3.0,,car/lexus/ct-200|car/lexus/ct-200-h|car/lexus/ct-200h|car/lexus/ct200h
car,lexus,Lexus,es,ES,sedan,ca|de|es|fi|gb|ie|my|nl|nz|th|ua|us,as|eu|na|oc,4.0,,car/lexus/es-250|car/lexus/es-300|car/lexus/es-300h|car/lexus/es-330|car/lexus/es-350|car/lexus/es-350-f-sport|car/lexus/es-350h|car/lexus/es250|car/lexus/es300|car/lexus/es300h|car/lexus/es350|car/lexus/es350e|car/lexus/es500e
car,lexus,Lexus,gs,GS,sedan,ca|es|fi|gb|lu|my|nl|nz|ua|us,as|eu|na|oc,4.0,,car/lexus/gs-200t|car/lexus/gs-200t-f-sport|car/lexus/gs-250|car/lexus/gs-300|car/lexus/gs-350|car/lexus/gs-350-f-sport|car/lexus/gs-400|car/lexus/gs-430|car/lexus/gs-450|car/lexus/gs-450h|car/lexus/gs-460|car/lexus/gs250|car/lexus/gs300|car/lexus/gs300h|car/lexus/gs350|car/lexus/gs430|car/lexus/gs450h|car/lexus/gs460
car,lexus,Lexus,gs-f,GS F,sedan,ca|gb|nl|nz|us,eu|na|oc,6.0,,
car,lexus,Lexus,gx,GX,suv,ca|es|fi|my|nl|nz|th|ua|us,as|eu|na|oc,6.0,,car/lexus/gx-460|car/lexus/gx-470|car/lexus/gx-550|car/lexus/gx460|car/lexus/gx470|car/lexus/gx550
car,lexus,Lexus,hs,HS,suv,ca|fi|nl|nz|ua|us,eu|na|oc,6.0,,car/lexus/hs-250h|car/lexus/hs250h
car,lexus,Lexus,is,IS,sedan,ca|es|fi|gb|lu|my|nl|nz|th|ua|us,as|eu|na|oc,3.0,,car/lexus/is-200|car/lexus/is-200t|car/lexus/is-220|car/lexus/is-220d|car/lexus/is-250|car/lexus/is-250-c|car/lexus/is-250c|car/lexus/is-300|car/lexus/is-300-sportcross|car/lexus/is-300h|car/lexus/is-350|car/lexus/is-350-c|car/lexus/is-350c|car/lexus/is-500|car/lexus/is200|car/lexus/is200d|car/lexus/is200t|car/lexus/is220d|car/lexus/is250|car/lexus/is250c|car/lexus/is300|car/lexus/is300h|car/lexus/is350
car,lexus,Lexus,is-f,IS F,sedan,ca|fi|gb|nl|us,eu|na,5.0,,car/lexus/isf
car,lexus,Lexus,lbx,LBX,suv,de|es|fi|gb|ie|lu|my|nl|nz|th|ua,as|eu|oc,3.0,,
car,lexus,Lexus,lc,LC,coupe,ca|fi|gb|lu|my|nl|nz|th|ua|us,as|eu|na|oc,6.0,,car/lexus/lc-500|car/lexus/lc-500h|car/lexus/lc500|car/lexus/lc500h
car,lexus,Lexus,lfa,LFA,coupe,ca|gb|nl|nz|us,eu|na|oc,9.0,,
car,lexus,Lexus,lm,LM,hatchback,de|es|gb|my|nl|nz|th|ua,as|eu|oc,6.0,,car/lexus/lm-350h|car/lexus/lm350h|car/lexus/lm500h
