kind,make_slug,make_name,model_slug,model_name,body_types,countries,regions,global_popularity_decile,aliases,former_ids
car,abarth,Abarth,500,500,hatchback,es|gb|lu|nl|nz|ua,eu|oc,5.0,,
car,abarth,Abarth,595,595,hatchback,gb|nz,eu|oc,5.0,,
car,abarth,Abarth,600e,600E,hatchback,es|gb|nl,eu,6.0,,
car,abarth,Abarth,695,695,hatchback,gb|nl,eu,7.0,,
car,abarth,Abarth,punto,Punto,hatchback,gb|nz,eu|oc,8.0,,
car,abarth,Abarth,spider,Spider,hatchback,gb,eu,5.0,,
car,acura,Acura,2-5tl,2.5TL,hatchback,ca|us,na,,,
car,acura,Acura,3-2cl,3.2CL,hatchback,ca|us,na,,,
car,acura,Acura,3-2tl,3.2TL,hatchback,ca|us,na,,,
car,acura,Acura,3-5rl,3.5RL,hatchback,ca|us,na,,,
car,acura,Acura,adx,Adx,hatchback,ca|ua|us,eu|na,9.0,,
car,acura,Acura,ilx,Ilx,hatchback,ca|ua|us,eu|na,4.0,,
car,acura,Acura,integra,Integra,coupe,ca|nl|ua|us,eu|na,7.0,,
car,acura,Acura,integra-a-spec,Integra A-Spec,hatchback,ca|us,na,,,
car,acura,Acura,integra-type-s,Integra Type S,hatchback,ca|lu,eu|na,8.0,,
car,acura,Acura,legend,Legend,sedan,ca|nl|ua|us,eu|na,9.0,,
car,acura,Acura,mdx,Mdx,hatchback|wagon,ca|es|fi|gb|my|nl|ua|us,as|eu|na,6.0,,
car,acura,Acura,mdx-2wd,Mdx 2WD,hatchback,es|us,eu|na,7.0,,
car,acura,Acura,nsx,Nsx,coupe,ar|ca|nl|ua|us,eu|na|sa,8.0,,
car,acura,Acura,rdx,Rdx,hatchback|wagon,ca|fi|nl|ua|us,eu|na,6.0,,
car,acura,Acura,rl,Rl,sedan,ca|nl|ua|us,eu|na,8.0,,
car,acura,Acura,rlx,Rlx,hatchback,ca|ua|us,eu|na,7.0,,
car,acura,Acura,rsx,Rsx,coupe,ca|fi|nl|ua|us,eu|na,9.0,,
car,acura,Acura,rsx-type-s,Rsx Type S,coupe,ca|nl,eu|na,9.0,,
car,acura,Acura,tl,Tl,sedan,ca|gb|nl|ua|us,eu|na,9.0,,
car,acura,Acura,tlx,Tlx,hatchback,ca|ua|us,eu|na,3.0,,
car,acura,Acura,tlx-type-s,Tlx Type S,hatchback,ca|us,na,,,
car,acura,Acura,tsx,Tsx,sedan,ca|nl|ua|us,eu|na,6.0,,
car,acura,Acura,zdx,Zdx,hatchback,ca|nl|ua|us,eu|na,7.0,,
car,adler,Adler,trumpf-junior,Trumpf Junior,sedan,fi|nl,eu,8.0,,
car,ahorn,Ahorn,van-620,Van 620,hatchback,lu|nl,eu,8.0,,
car,aion,Aion,hyptec-ht-620-premium,Hyptec Ht 620 Premium,hatchback,th,as,2.0,,
car,aion,Aion,ut,Ut,hatchback,es|nl,eu,8.0,,
car,aion,Aion,ut-420-standard,Ut 420 Standard,hatchback,th,as,2.0,,
car,aion,Aion,v,V,hatchback|wagon,es|fi|nl,eu,4.0,,
car,aion,Aion,v-602-luxury,V 602 Luxury,hatchback,th,as,1.0,,
car,aion,Aion,y-plus,Y Plus,hatchback,th,as,2.0,,
car,aiways,Aiways,u5,U5,hatchback,nl|ua,eu,5.0,,
car,aixam,Aixam,500,500,hatchback,gb|nl,eu,9.0,,
car,aixam,Aixam,mac-500,Mac 500,convertible,gb|nl,eu,10.0,,
car,aixam,Aixam,mega,Mega,convertible,gb|nl,eu,8.0,,
car,alfa-romeo,Alfa Romeo,1300,1300,sedan,nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,145,145,hatchback,fi|gb|nl|nz|ua,eu|oc,6.0,,
car,alfa-romeo,Alfa Romeo,146,146,hatchback,gb|nl|nz,eu|oc,5.0,,
car,alfa-romeo,Alfa Romeo,147,147,hatchback,es|fi|gb|lu|nl|nz|ua,eu|oc,3.0,,car/alfa-romeo/alfa147
car,alfa-romeo,Alfa Romeo,155,155,sedan,fi|gb|lu|nl|nz|ua,eu|oc,6.0,,car/alfa-romeo/alfa155
car,alfa-romeo,Alfa Romeo,156,156,sedan|wagon,es|fi|gb|lu|nl|nz|ua,eu|oc,4.0,,car/alfa-romeo/156-berlina|car/alfa-romeo/156-crosswagon|car/alfa-romeo/156-sport-wagon
car,alfa-romeo,Alfa Romeo,159,159,sedan|wagon,es|fi|gb|nl|nz|ua,eu|oc,3.0,,
car,alfa-romeo,Alfa Romeo,159-sw,159 SW,hatchback|wagon,es|nl,eu,6.0,,car/alfa-romeo/159sw
car,alfa-romeo,Alfa Romeo,1600,1600,sedan,nl|nz,eu|oc,8.0,,
car,alfa-romeo,Alfa Romeo,1600-spider-junior,1600 Spider Junior,convertible,es|nl,eu,7.0,,
car,alfa-romeo,Alfa Romeo,164,164,sedan,fi|gb|lu|nl|nz|ua|us,eu|na|oc,6.0,,
car,alfa-romeo,Alfa Romeo,166,166,sedan,fi|gb|lu|nl|nz|ua,eu|oc,5.0,,car/alfa-romeo/alfa166
car,alfa-romeo,Alfa Romeo,1750,1750,coupe,gb|nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,1750-berlina,1750 Berlina,sedan,nl|nz,eu|oc,6.0,,car/alfa-romeo/berlina-1750
car,alfa-romeo,Alfa Romeo,1750-gtv,1750 GTV,coupe,fi|nl|nz,eu|oc,5.0,,car/alfa-romeo/1750-gt-veloce|car/alfa-romeo/1750gtv|car/alfa-romeo/gtv-1750|car/alfa-romeo/gtv1750
car,alfa-romeo,Alfa Romeo,1750-spider,1750 Spider,convertible,my|nl|nz,as|eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,1900-css,1900 Css,coupe,es|nl,eu,7.0,,
car,alfa-romeo,Alfa Romeo,2000,2000,coupe,gb|nl|nz,eu|oc,5.0,,
car,alfa-romeo,Alfa Romeo,2000-berlina,2000 Berlina,sedan,nl|nz,eu|oc,5.0,,car/alfa-romeo/berlina-2000
car,alfa-romeo,Alfa Romeo,2000-gtv,2000 GTV,coupe,fi|nl|nz,eu|oc,5.0,,car/alfa-romeo/2000-gt-veloce|car/alfa-romeo/2000gtv
car,alfa-romeo,Alfa Romeo,2000-spider,2000 Spider,convertible,nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,2000-spider-veloce,2000 Spider Veloce,convertible,fi|nl|nz,eu|oc,6.0,,
car,alfa-romeo,Alfa Romeo,2600,2600,convertible,nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,2600-spider,2600 Spider,convertible,fi|nl,eu,6.0,,
car,alfa-romeo,Alfa Romeo,2600-sprint,2600 Sprint,coupe,fi|nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,33,33,hatchback,fi|gb|lu|nl|nz|ua,eu|oc,6.0,,car/alfa-romeo/33-giardinetta
car,alfa-romeo,Alfa Romeo,4c,4C,coupe,ca|es|gb|lu|nl|nz|us,eu|na|oc,6.0,,
car,alfa-romeo,Alfa Romeo,6c,6C,coupe,nl|nz,eu|oc,9.0,,
car,alfa-romeo,Alfa Romeo,75,75,sedan,fi|gb|nl|nz,eu|oc,5.0,,car/alfa-romeo/75-twin-spark
car,alfa-romeo,Alfa Romeo,8c,8C,coupe,gb|lu|nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,90,90,sedan,gb|nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,alfa-6,Alfa 6,sedan,gb|nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,alfasud,Alfasud,hatchback,gb|nl|nz,eu|oc,5.0,,car/alfa-romeo/sud
car,alfa-romeo,Alfa Romeo,alfasud-sprint,Alfasud Sprint,hatchback,nl|nz,eu|oc,8.0,,
car,alfa-romeo,Alfa Romeo,alfasud-ti,Alfasud Ti,sedan,fi|nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,alfetta,Alfetta,sedan,fi|gb|lu|nl|nz|ua,eu|oc,6.0,,
car,alfa-romeo,Alfa Romeo,alfetta-gt,Alfetta GT,coupe,fi|nl|nz,eu|oc,6.0,,
car,alfa-romeo,Alfa Romeo,alfetta-gtv,Alfetta GTV,coupe,fi|nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,alfetta-gtv-2000,Alfetta GTV 2000,coupe,nl|nz,eu|oc,9.0,,
car,alfa-romeo,Alfa Romeo,alfetta-gtv6,Alfetta GTV6,coupe,nl|nz,eu|oc,9.0,,
car,alfa-romeo,Alfa Romeo,berlina,Berlina,hatchback,fi|gb|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,brera,Brera,coupe,es|fi|gb|nl|nz|ua,eu|oc,5.0,,
car,alfa-romeo,Alfa Romeo,giulia,Giulia,sedan,ca|de|es|fi|gb|ie|lu|my|nl|nz|ua|us,as|eu|na|oc,4.0,,car/alfa-romeo/giulia-quadrifoglio|car/alfa-romeo/gulia
car,alfa-romeo,Alfa Romeo,giulia-1300-ti,Giulia 1300 Ti,sedan,es|nl,eu,5.0,,
car,alfa-romeo,Alfa Romeo,giulia-1600,Giulia 1600,sedan,lu|nl,eu,8.0,,
car,alfa-romeo,Alfa Romeo,giulia-1600-spider,Giulia 1600 Spider,convertible,ar|fi|nl,eu|sa,6.0,,
car,alfa-romeo,Alfa Romeo,giulia-gt-junior,Giulia GT Junior,hatchback,fi|nl,eu,9.0,,
car,alfa-romeo,Alfa Romeo,giulia-sprint-1600,Giulia Sprint 1600,coupe,fi|nl,eu,8.0,,
car,alfa-romeo,Alfa Romeo,giulia-ss,Giulia Ss,coupe,nl|nz,eu|oc,8.0,,
car,alfa-romeo,Alfa Romeo,giulia-super,Giulia Super,sedan,fi|nl|nz,eu|oc,6.0,,car/alfa-romeo/guilia-super
car,alfa-romeo,Alfa Romeo,giulia-super-1600,Giulia Super 1600,hatchback,fi|nl,eu,9.0,,
car,alfa-romeo,Alfa Romeo,giulia-ti,Giulia Ti,sedan,fi|nl,eu,7.0,,
car,alfa-romeo,Alfa Romeo,giulietta,Giulietta,hatchback,es|fi|gb|lu|my|nl|nz|ua,as|eu|oc,3.0,,car/alfa-romeo/giulietta-1|car/alfa-romeo/guilietta
car,alfa-romeo,Alfa Romeo,giulietta-spider,Giulietta Spider,convertible,fi|nl,eu,6.0,,
car,alfa-romeo,Alfa Romeo,giulietta-sprint,Giulietta Sprint,coupe,fi|nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,giulietta-sprint-speciale,Giulietta Sprint Speciale,coupe,lu|nl,eu,7.0,,
car,alfa-romeo,Alfa Romeo,giulietta-ti,Giulietta Ti,sedan,nl|nz,eu|oc,8.0,,
car,alfa-romeo,Alfa Romeo,gt,GT,coupe,es|fi|gb|lu|nl|nz|ua,eu|oc,4.0,,
car,alfa-romeo,Alfa Romeo,gt-1300-junior,GT 1300 Junior,coupe,fi|lu|nl|nz,eu|oc,6.0,,car/alfa-romeo/1300-gt-junior|car/alfa-romeo/1300gt-junior|car/alfa-romeo/gt1300junior
car,alfa-romeo,Alfa Romeo,gt-junior,GT Junior,coupe,nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,gt-junior-1600,GT Junior 1600,coupe,es|nl,eu,7.0,,
car,alfa-romeo,Alfa Romeo,gt1300,GT1300,hatchback,nl|nz,eu|oc,9.0,,
car,alfa-romeo,Alfa Romeo,gtv,GTV,coupe,fi|gb|lu|nl|nz|ua|us,eu|na|oc,5.0,,car/alfa-romeo/romeo-gtv
car,alfa-romeo,Alfa Romeo,gtv-2000,GTV 2000,coupe,fi|nl|nz,eu|oc,6.0,,
car,alfa-romeo,Alfa Romeo,gtv6,GTV6,coupe,nl|nz,eu|oc,4.0,,car/alfa-romeo/gtv-6
car,alfa-romeo,Alfa Romeo,junior,Junior,suv,de|es|fi|gb|lu|nl|nz|ua,eu|oc,4.0,,car/alfa-romeo/junior-elettrica
car,alfa-romeo,Alfa Romeo,mito,Mito,hatchback,es|fi|gb|lu|nl|nz|ua,eu|oc,3.0,,
car,alfa-romeo,Alfa Romeo,montreal,Montreal,coupe,ar|fi|gb|my|nl|nz,as|eu|oc|sa,7.0,,
car,alfa-romeo,Alfa Romeo,rz,RZ,convertible,nl|nz,eu|oc,8.0,,
car,alfa-romeo,Alfa Romeo,spider,Spider,convertible,ar|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc|sa,5.0,,car/alfa-romeo/spider-2|car/alfa-romeo/spyder
car,alfa-romeo,Alfa Romeo,spider-1600,Spider 1600,convertible,es|nl,eu,6.0,,
car,alfa-romeo,Alfa Romeo,spider-2000,Spider 2000,convertible,es|fi|nl|nz,eu|oc,8.0,,
car,alfa-romeo,Alfa Romeo,spider-k6,Spider K6,convertible,fi|nl,eu,7.0,,
car,alfa-romeo,Alfa Romeo,spider-veloce,Spider Veloce,convertible,ar|es|nl|nz,eu|oc|sa,7.0,,
car,alfa-romeo,Alfa Romeo,spider-veloce-2000,Spider Veloce 2000,convertible,nl|us,eu|na,7.0,,
car,alfa-romeo,Alfa Romeo,sport-wagon,Sport Wagon,hatchback,es|fi,eu,8.0,,
car,alfa-romeo,Alfa Romeo,sprint,Sprint,hatchback,fi|gb|nl|nz,eu|oc,6.0,,
car,alfa-romeo,Alfa Romeo,sprint-veloce,Sprint Veloce,coupe,nl|nz,eu|oc,9.0,,
car,alfa-romeo,Alfa Romeo,stelvio,Stelvio,suv,ca|de|es|fi|gb|ie|lu|my|nl|nz|ua|us,as|eu|na|oc,4.0,,car/alfa-romeo/stelvio-quadrifoglio
car,alfa-romeo,Alfa Romeo,sz,Sz,coupe,gb|nl|nz,eu|oc,7.0,,
car,alfa-romeo,Alfa Romeo,tonale,Tonale,suv,ca|de|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,4.0,,
car,alpina,Alpina,b3,B3,sedan|wagon,lu|nl,eu,7.0,,
car,alpina,Alpina,b3-touring,B3 Touring,hatchback|wagon,fi|lu|nl,eu,8.0,,
car,alpina,Alpina,b7,B7,sedan,nl|nz,eu|oc,9.0,,
car,alpina,Alpina,b7-biturbo-allrad,B7 Biturbo Allrad,sedan,lu|nl,eu,9.0,,
car,alpina,Alpina,bmw-alpina-b3-3,Bmw Alpina B3 3,sedan,fi|nl,eu,7.0,,
car,alpina,Alpina,bmw-alpina-b3-biturbo,Bmw Alpina B3 Biturbo,sedan|wagon,fi|nl,eu,5.0,,
car,alpina,Alpina,bmw-alpina-b3-gt,Bmw Alpina B3 GT,sedan,es|nl,eu,9.0,,
car,alpina,Alpina,bmw-alpina-b3-touring,Bmw Alpina B3 Touring,hatchback|wagon,es|nl,eu,6.0,,
car,alpina,Alpina,bmw-alpina-b5-touring,Bmw Alpina B5 Touring,hatchback|wagon,lu|nl,eu,8.0,,
car,alpina,Alpina,bmw-alpina-d3,Bmw Alpina D3,sedan,fi|nl,eu,7.0,,
car,alpina,Alpina,bmw-alpina-d3-biturbo,Bmw Alpina D3 Biturbo,hatchback|wagon,fi|nl,eu,7.0,,
car,alpina,Alpina,bmw-alpina-d3-biturbo-touring-allrad,Bmw Alpina D3 Biturbo Touring Allrad,hatchback|wagon,fi|nl,eu,7.0,,
car,alpina,Alpina,bmw-alpina-d5-biturbo-touring,Bmw Alpina D5 Biturbo Touring,hatchback|wagon,fi|nl,eu,7.0,,
car,alpina,Alpina,bmw-alpina-roadster-s,Bmw Alpina Roadster S,convertible,es|nl,eu,8.0,,
car,alpina,Alpina,bmw-alpina-xd3-biturbo,Bmw Alpina XD3 Biturbo,hatchback|wagon,es|fi|nl,eu,7.0,,
car,alpine,Alpine,a106,A106,coupe,lu|nl,eu,9.0,,
car,alpine,Alpine,a110,A110,coupe,de|es|fi|gb|lu|nl|nz,eu|oc,5.0,,
car,alpine,Alpine,a110r,A110R,coupe,es|lu|nl,eu,7.0,,
car,alpine,Alpine,a290,A290,hatchback,de|es|lu|nl,eu,3.0,,
car,alpine,Alpine,a290-gt-ev,A290 GT EV,hatchback,gb,eu,4.0,,
car,alpine,Alpine,a310,A310,coupe,fi|nl,eu,7.0,,car/renault-alpine/a310
car,alpine,Alpine,a390,A390,hatchback,de|es|gb|lu|nl,eu,7.0,,
car,alvis,Alvis,firefly,Firefly,convertible,nl|nz,eu|oc,8.0,,
car,alvis,Alvis,silver-eagle,Silver Eagle,convertible,nl|nz,eu|oc,8.0,,
car,alvis,Alvis,speed-20,Speed 20,convertible,nl|nz,eu|oc,8.0,,
car,alvis,Alvis,speed-20-sc,Speed 20 Sc,convertible,nl|nz,eu|oc,9.0,,
car,alvis,Alvis,sports,Sports,convertible,nl|nz,eu|oc,9.0,,
car,alvis,Alvis,ta14,TA14,sedan,nl|nz,eu|oc,7.0,,
car,alvis,Alvis,ta21,TA21,sedan,nl|nz,eu|oc,7.0,,
car,alvis,Alvis,tc21,TC21,sedan,nl|nz,eu|oc,7.0,,car/alvis/tc-21
car,alvis,Alvis,tc21-100,TC21/100,sedan,nl|nz,eu|oc,7.0,,
car,alvis,Alvis,td21,TD21,coupe,fi|nl|nz,eu|oc,7.0,,
car,am-general,Am General,hummer,Hummer,convertible,nl|nz,eu|oc,6.0,,
car,amc,AMC,ambassador,Ambassador,sedan,fi|nl|nz,eu|oc,9.0,,
car,amc,AMC,amx,Amx,coupe,nl|nz,eu|oc,7.0,,
car,amc,AMC,cj7,CJ7,convertible,nl|nz,eu|oc,9.0,,
car,amc,AMC,eagle,Eagle,hatchback|wagon,nl|nz,eu|oc,7.0,,
car,amc,AMC,gremlin,Gremlin,hatchback,nl|nz,eu|oc,9.0,,
car,amc,AMC,javelin,Javelin,coupe,fi|nl|nz,eu|oc,6.0,,
car,amc,AMC,javelin-sst,Javelin Sst,hatchback,fi|nz,eu|oc,9.0,,
car,amc,AMC,marlin,Marlin,coupe,nl|nz,eu|oc,8.0,,
car,amc,AMC,pacer,Pacer,hatchback,fi|nl|nz,eu|oc,8.0,,
car,amc,AMC,wrangler,Wrangler,convertible,nl|nz,eu|oc,9.0,,
car,american,American,amx,Amx,hatchback,fi|nz,eu|oc,8.0,,
car,american,American,rambler,Rambler,hatchback,fi|nz,eu|oc,9.0,,
car,amphicar,Amphicar,770,770,convertible,fi|nl,eu,6.0,,
car,armstrong-siddeley,Armstrong Siddeley,lancaster,Lancaster,sedan,nl|nz,eu|oc,9.0,,
car,armstrong-siddeley,Armstrong Siddeley,saphire,Saphire,hatchback,nl|nz,eu|oc,9.0,,
car,armstrong-siddeley,Armstrong Siddeley,sapphire,Sapphire,sedan,nl|nz,eu|oc,5.0,,
car,armstrong-siddeley,Armstrong Siddeley,sapphire-346,Sapphire 346,sedan,fi|nl|nz,eu|oc,7.0,,
car,armstrong-siddeley,Armstrong Siddeley,star-sapphire,Star Sapphire,sedan,nl|nz,eu|oc,7.0,,
car,armstrong-siddeley,Armstrong Siddeley,typhoon,Typhoon,coupe,nl|nz,eu|oc,8.0,,
car,armstrong-siddeley,Armstrong Siddeley,whitley,Whitley,sedan,nl|nz,eu|oc,7.0,,
car,aston-martin,Aston Martin,cygnet,Cygnet,hatchback,gb|nl,eu,6.0,,
car,aston-martin,Aston Martin,db-ar1,Db AR1,convertible,nl|us,eu|na,7.0,,
car,aston-martin,Aston Martin,db1,DB1,convertible,gb|nl,eu,8.0,,
car,aston-martin,Aston Martin,db11,DB11,coupe,ca|es|fi|gb|lu|my|nl|nz|ua|us,as|eu|na|oc,6.0,,car/aston-martin/db11-amr|car/aston-martin/db11-v12|car/aston-martin/db11-v8|car/aston-martin/db11-volante
car,aston-martin,Aston Martin,db12,DB12,convertible,ca|es|lu|my|nl|th|ua|us,as|eu|na,6.0,,car/aston-martin/db12-s|car/aston-martin/db12-s-volante|car/aston-martin/db12-v8|car/aston-martin/db12-volante
car,aston-martin,Aston Martin,db2,DB2,coupe,fi|gb|lu|nl|nz,eu|oc,6.0,,
car,aston-martin,Aston Martin,db2-4,DB2/4,coupe,fi|gb|nl,eu,7.0,,car/aston-martin/db-2-4-mark
car,aston-martin,Aston Martin,db4,DB4,coupe,fi|gb|nl|nz,eu|oc,7.0,,
car,aston-martin,Aston Martin,db5,DB5,coupe,gb|nl|nz,eu|oc,6.0,,
car,aston-martin,Aston Martin,db6,DB6,coupe,fi|gb|my|nl|nz,as|eu|oc,7.0,,
car,aston-martin,Aston Martin,db7,DB7,coupe,fi|gb|nl|nz|us,eu|na|oc,5.0,,car/aston-martin/db7-vantage|car/aston-martin/db7-volante
car,aston-martin,Aston Martin,db9,DB9,coupe,ca|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,5.0,,car/aston-martin/db-9|car/aston-martin/db9-gt|car/aston-martin/db9-volante
car,aston-martin,Aston Martin,dbs,Dbs,coupe,ca|es|fi|gb|lu|nl|nz|th|us,as|eu|na|oc,6.0,,car/aston-martin/dbs-770-ultimate|car/aston-martin/dbs-superleggera
car,aston-martin,Aston Martin,dbx,Dbx,hatchback,ca|es|gb|lu|my|nl|nz|ua|us,as|eu|na|oc,5.0,,car/aston-martin/dbx-v8
car,aston-martin,Aston Martin,dbx-s,Dbx S,hatchback,ca|es|gb|lu|nl|ua,eu|na,8.0,,
car,aston-martin,Aston Martin,dbx707,DBX707,hatchback,ca|es|lu|nl|th|ua|us,as|eu|na,5.0,,car/aston-martin/dbx-707
car,aston-martin,Aston Martin,lagonda,Lagonda,sedan,gb|nl|nz|us,eu|na|oc,6.0,,
car,aston-martin,Aston Martin,rapide,Rapide,hatchback,ca|es|fi|gb|lu|nl|nz|th|ua|us,as|eu|na|oc,7.0,,car/aston-martin/rapide-amr|car/aston-martin/rapide-s
car,aston-martin,Aston Martin,speedster,Speedster,convertible,gb|nl|nz,eu|oc,8.0,,
car,aston-martin,Aston Martin,v8,V8,coupe,fi|gb|nl|nz|us,eu|na|oc,5.0,,car/aston-martin/amv8|car/aston-martin/v8-volante|car/aston-martin/volante
car,aston-martin,Aston Martin,valhalla,Valhalla,coupe,ca|gb|lu|nl|us,eu|na,9.0,,
car,aston-martin,Aston Martin,valkyrie,Valkyrie,coupe,gb|nl,eu,9.0,,
car,aston-martin,Aston Martin,valour,Valour,hatchback,ca|gb|my|us,as|eu|na,9.0,,
car,aston-martin,Aston Martin,vanquish,Vanquish,coupe,ca|es|gb|lu|my|nl|nz|ua|us,as|eu|na|oc,5.0,,car/aston-martin/v12-vanquish|car/aston-martin/v12-vanquish-s|car/aston-martin/vanquish-s|car/aston-martin/vanquish-volante|car/aston-martin/vanquish-zagato
car,aston-martin,Aston Martin,vantage,Vantage,hatchback,ca|es|fi|gb|lu|my|nl|nz|th|ua|us,as|eu|na|oc,4.0,,car/aston-martin/v12-vantage|car/aston-martin/v12-vantage-roadster|car/aston-martin/v12-vantage-s|car/aston-martin/v12-vantage-s-roadster|car/aston-martin/v8-vantage|car/aston-martin/v8-vantage-amr|car/aston-martin/v8-vantage-s|car/aston-martin/vantage-f1-edition|car/aston-martin/vantage-gt|car/aston-martin/vantage-roadster|car/aston-martin/vantage-roadster-f1-edition|car/aston-martin/vantage-s|car/aston-martin/vantage-v8
car,aston-martin,Aston Martin,virage,Virage,coupe,ca|fi|gb|nl|nz|us,eu|na|oc,6.0,,car/aston-martin/virage-volante
car,aston-martin,Aston Martin,zagato,Zagato,hatchback,gb|nz,eu|oc,9.0,,
car,auburn,Auburn,851,851,convertible,nl|nz,eu|oc,7.0,,
car,audi,Audi,100,100,sedan,fi|gb|nl|nz|ua|us,eu|na|oc,3.0,,car/audi/100-cc
car,audi,Audi,200,200,sedan,fi|gb|nl|nz|ua|us,eu|na|oc,6.0,,car/audi/200-turbo
car,audi,Audi,4000,4000,hatchback,fi|us,eu|na,8.0,,
car,audi,Audi,5000,5000,sedan|wagon,nl|nz|us,eu|na|oc,8.0,,car/audi/5000-cs-turbo|car/audi/5000-s|car/audi/5000s
car,audi,Audi,60,60,sedan,fi|gb|nl,eu,8.0,,
car,audi,Audi,80,80,sedan,fi|gb|lu|nl|nz|ua|us,eu|na|oc,3.0,,car/audi/80-gt|car/audi/80-s|car/audi/81
car,audi,Audi,90,90,sedan,ca|fi|gb|nl|nz|ua|us,eu|na|oc,5.0,,
car,audi,Audi,a1,A1,hatchback|wagon,ar|de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc|sa,2.0,,
car,audi,Audi,a2,A2,hatchback,es|fi|gb|lu|nl|nz|ua,eu|oc,4.0,,car/audi/a-2
car,audi,Audi,a3,A3,hatchback,ar|ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc|sa,2.0,,car/audi/a-3
car,audi,Audi,a4,A4,sedan|wagon,ar|ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc|sa,4.0,,car/audi/a-4
car,audi,Audi,a5,A5,coupe,ar|ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc|sa,2.0,,car/audi/a-5
car,audi,Audi,a6,A6,sedan|wagon,ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc,2.0,,car/audi/a-6|car/audi/audia6
car,audi,Audi,a7,A7,sedan,ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc,4.0,,
car,audi,Audi,a8,A8,sedan,ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc,4.0,,car/audi/a-8
car,audi,Audi,ai,Ai,hatchback,es|ua,eu,8.0,,
car,audi,Audi,allroad,Allroad,hatchback|wagon,ca|fi|gb|lu|nl|nz|ua|us,eu|na|oc,4.0,,
car,audi,Audi,cabriolet,Cabriolet,convertible,ca|fi|gb|nl|nz|us,eu|na|oc,4.0,,car/audi/cabriolet-2
car,audi,Audi,coupe,Coupe,coupe,fi|gb|lu|nl|nz|ua|us,eu|na|oc,5.0,,car/audi/coupe-gt|car/audi/gt
car,audi,Audi,e-tron,e-tron,suv,ca|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc,3.0,,
car,audi,Audi,e-tron-gt,e-tron GT,hatchback,ca|de|es|fi|lu|nl|nz|th|ua|us,as|eu|na|oc,4.0,,
car,audi,Audi,q2,Q2,suv,ar|de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc|sa,3.0,,
car,audi,Audi,q3,Q3,suv,ar|ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc|sa,2.0,,
car,audi,Audi,q4,Q4,suv,ca|de|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,2.0,,
car,audi,Audi,q5,Q5,suv,ar|ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc|sa,2.0,,car/audi/audi-q5|car/audi/q-5
car,audi,Audi,q6,Q6,suv,de|es|fi|gb|ie|lu|nl|nz|ua|us,eu|na|oc,3.0,,
car,audi,Audi,q7,Q7,suv,ar|ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc|sa,3.0,,
car,audi,Audi,q8,Q8,suv,ar|ca|de|es|fi|gb|ie|lu|my|nl|nz|th|ua|us,as|eu|na|oc|sa,3.0,,
car,audi,Audi,quattro,Quattro,coupe,fi|gb|lu|nl|nz|us,eu|na|oc,5.0,,car/audi/ur
car,audi,Audi,r8,R8,coupe,ca|es|fi|gb|lu|my|nl|nz|th|ua|us,as|eu|na|oc,5.0,,
car,audi,Audi,rs-e-tron-gt,RS E-Tron GT,hatchback,ca|es|fi|lu|my|nl|th|ua|us,as|eu|na,5.0,,car/audi/rs-e-tron-gt-performance
car,audi,Audi,rs2,RS2,hatchback|wagon,fi|gb|nl|nz,eu|oc,8.0,,car/audi/avant-rs2
